"FIPS","County","Year","Population","Primary Point"
"19117","Lucas County","July 01, 2005","9,588","POINT (-93.3277207 41.0293738)"
"19089","Howard County","April 01, 2000","9,934","POINT (-92.3171989 43.3567673)"
"19181","Warren County","April 01, 2020","52,403","POINT (-93.5613594 41.3343735)"
"19167","Sioux County","July 01, 1997","31,196","POINT (-96.1778827 43.0826174)"
"19005","Allamakee County","July 01, 2012","14,149","POINT (-91.3780923 43.2842838)"
"19103","Johnson County","July 01, 2023","158,202","POINT (-91.5880849 41.6715511)"
"19047","Crawford County","July 01, 2007","16,503","POINT (-95.3819678 42.0372125)"
"19105","Jones County","July 01, 2018","20,673","POINT (-91.1314352 42.1212397)"
"19081","Hancock County","July 01, 2001","11,903","POINT (-93.7342723 43.0818861)"
"19009","Audubon County","July 01, 2012","5,865","POINT (-94.9058222 41.6845893)"
"19039","Clarke County","July 01, 1997","8,663","POINT (-93.7851579 41.0290323)"
"19187","Webster County","July 01, 2007","38,448","POINT (-94.1817881 42.4279662)"
"19147","Palo Alto County","July 01, 2001","10,029","POINT (-94.6781371 43.0820643)"
"19049","Dallas County","July 01, 2004","49,388","POINT (-94.0397374 41.6848862)"
"19091","Humboldt County","April 01, 2010","9,815","POINT (-94.2071868 42.7764686)"
"19081","Hancock County","July 01, 2018","10,710","POINT (-93.7342723 43.0818861)"
"19109","Kossuth County","April 01, 1990","18,591","POINT (-94.2067199 43.20413)"
"19117","Lucas County","July 01, 2016","8,555","POINT (-93.3277207 41.0293738)"
"19063","Emmet County","July 01, 2001","10,873","POINT (-94.6784803 43.3780225)"
"19139","Muscatine County","July 01, 2017","42,872","POINT (-91.1127562 41.4839221)"
"19075","Grundy County","July 01, 2008","12,110","POINT (-92.7914177 42.4018651)"
"19133","Monona County","July 01, 2009","8,882","POINT (-95.9599235 42.0516663)"
"19063","Emmet County","July 01, 2016","9,581","POINT (-94.6784803 43.3780225)"
"19073","Greene County","July 01, 2016","9,001","POINT (-94.3968356 42.0362394)"
"19115","Louisa County","July 01, 2021","10,736","POINT (-91.2596184 41.2185073)"
"19035","Cherokee County","July 01, 1995","13,882","POINT (-95.6238055 42.7356226)"
"19129","Mills County","July 01, 2022","14,572","POINT (-95.6213267 41.0334523)"
"19085","Harrison County","July 01, 2008","15,245","POINT (-95.8169209 41.6828528)"
"19037","Chickasaw County","July 01, 1997","13,270","POINT (-92.3176637 43.0600414)"
"19171","Tama County","July 01, 2021","16,862","POINT (-92.5325425 42.0798117)"
"19155","Pottawattamie County","July 01, 2007","89,572","POINT (-95.5423935 41.3366123)"
"19055","Delaware County","July 01, 2002","18,123","POINT (-91.3673502 42.471211)"
"19075","Grundy County","July 01, 2013","12,341","POINT (-92.7914177 42.4018651)"
"19101","Jefferson County","July 01, 2011","17,096","POINT (-91.9488774 41.0317596)"
"19053","Decatur County","July 01, 2005","8,460","POINT (-93.7862815 40.7376827)"
"19133","Monona County","July 01, 2013","9,032","POINT (-95.9599235 42.0516663)"
"19103","Johnson County","July 01, 2016","146,928","POINT (-91.5880849 41.6715511)"
"19081","Hancock County","July 01, 2006","11,482","POINT (-93.7342723 43.0818861)"
"19011","Benton County","July 01, 1993","22,712","POINT (-92.0656912 42.0801864)"
"19061","Dubuque County","July 01, 1999","88,775","POINT (-90.8824564 42.468832)"
"19065","Fayette County","July 01, 2011","20,976","POINT (-91.8443207 42.8625919)"
"19009","Audubon County","July 01, 2022","5,573","POINT (-94.9058222 41.6845893)"
"19033","Cerro Gordo County","July 01, 1993","47,060","POINT (-93.2608184 43.0815577)"
"19163","Scott County","April 01, 2000","158,689","POINT (-90.6232428 41.6370978)"
"19027","Carroll County","April 01, 2010","20,816","POINT (-94.8605593 42.0362382)"
"19017","Bremer County","July 01, 2018","24,941","POINT (-92.3180548 42.7745873)"
"19179","Wapello County","July 01, 2012","35,431","POINT (-92.4094499 41.0305845)"
"19167","Sioux County","July 01, 2012","34,282","POINT (-96.1778827 43.0826174)"
"19183","Washington County","July 01, 1991","19,617","POINT (-91.7178676 41.335591)"
"19173","Taylor County","July 01, 2001","6,892","POINT (-94.6964148 40.7374324)"
"19059","Dickinson County","July 01, 2004","16,478","POINT (-95.1508301 43.3779848)"
"19015","Boone County","April 01, 1990","25,186","POINT (-93.931671 42.0365493)"
"19079","Hamilton County","July 01, 2009","15,238","POINT (-93.7068085 42.3837722)"
"19191","Winneshiek County","July 01, 1999","21,251","POINT (-91.8437074 43.2906746)"
"19021","Buena Vista County","July 01, 2003","19,990","POINT (-95.151149 42.7354936)"
"19117","Lucas County","July 01, 1992","9,166","POINT (-93.3277207 41.0293738)"
"19073","Greene County","July 01, 1996","10,226","POINT (-94.3968356 42.0362394)"
"19141","O'Brien County","July 01, 2014","14,042","POINT (-95.6248784 43.0837527)"
"19063","Emmet County","July 01, 1991","11,592","POINT (-94.6784803 43.3780225)"
"19169","Story County","July 01, 2017","97,278","POINT (-93.4650448 42.0362415)"
"19009","Audubon County","July 01, 2001","6,657","POINT (-94.9058222 41.6845893)"
"19193","Woodbury County","July 01, 2022","105,674","POINT (-96.0447673 42.3897169)"
"19187","Webster County","July 01, 1992","40,335","POINT (-94.1817881 42.4279662)"
"19049","Dallas County","July 01, 1993","31,360","POINT (-94.0397374 41.6848862)"
"19085","Harrison County","July 01, 1998","15,498","POINT (-95.8169209 41.6828528)"
"19049","Dallas County","July 01, 2023","111,593","POINT (-94.0397374 41.6848862)"
"19071","Fremont County","April 01, 1990","8,226","POINT (-95.6046765 40.7455892)"
"19053","Decatur County","April 01, 1990","8,338","POINT (-93.7862815 40.7376827)"
"19007","Appanoose County","July 01, 1996","13,723","POINT (-92.8686104 40.7431635)"
"19129","Mills County","July 01, 2021","14,491","POINT (-95.6213267 41.0334523)"
"19025","Calhoun County","April 01, 1990","11,508","POINT (-94.6404136 42.3851848)"
"19025","Calhoun County","July 01, 2001","10,946","POINT (-94.6404136 42.3851848)"
"19069","Franklin County","July 01, 2014","10,433","POINT (-93.262473 42.7325458)"
"19105","Jones County","July 01, 2019","20,681","POINT (-91.1314352 42.1212397)"
"19183","Washington County","July 01, 2008","21,214","POINT (-91.7178676 41.335591)"
"19133","Monona County","July 01, 1995","10,092","POINT (-95.9599235 42.0516663)"
"19027","Carroll County","July 01, 2018","20,153","POINT (-94.8605593 42.0362382)"
"19039","Clarke County","July 01, 2016","9,288","POINT (-93.7851579 41.0290323)"
"19103","Johnson County","July 01, 1999","107,819","POINT (-91.5880849 41.6715511)"
"19089","Howard County","July 01, 2005","9,620","POINT (-92.3171989 43.3567673)"
"19073","Greene County","July 01, 2021","8,726","POINT (-94.3968356 42.0362394)"
"19171","Tama County","April 01, 2020","17,135","POINT (-92.5325425 42.0798117)"
"19115","Louisa County","July 01, 1999","12,114","POINT (-91.2596184 41.2185073)"
"19097","Jackson County","July 01, 1994","20,165","POINT (-90.5742294 42.1717426)"
"19063","Emmet County","July 01, 2024","9,162","POINT (-94.6784803 43.3780225)"
"19007","Appanoose County","July 01, 2019","12,426","POINT (-92.8686104 40.7431635)"
"19063","Emmet County","July 01, 1996","11,403","POINT (-94.6784803 43.3780225)"
"19091","Humboldt County","July 01, 2005","9,801","POINT (-94.2071868 42.7764686)"
"19135","Monroe County","July 01, 1994","8,175","POINT (-92.8689877 41.0297826)"
"19155","Pottawattamie County","July 01, 2006","89,393","POINT (-95.5423935 41.3366123)"
"19077","Guthrie County","July 01, 1999","11,321","POINT (-94.501055 41.6837548)"
"19135","Monroe County","July 01, 2015","7,924","POINT (-92.8689877 41.0297826)"
"19147","Palo Alto County","April 01, 1990","10,669","POINT (-94.6781371 43.0820643)"
"19025","Calhoun County","July 01, 2013","9,898","POINT (-94.6404136 42.3851848)"
"19147","Palo Alto County","July 01, 2016","9,034","POINT (-94.6781371 43.0820643)"
"19095","Iowa County","July 01, 1993","14,750","POINT (-92.065524 41.6863229)"
"19103","Johnson County","July 01, 1992","97,484","POINT (-91.5880849 41.6715511)"
"19149","Plymouth County","July 01, 2012","24,830","POINT (-96.2140431 42.7378346)"
"19181","Warren County","July 01, 2016","49,356","POINT (-93.5613594 41.3343735)"
"19129","Mills County","July 01, 2003","14,596","POINT (-95.6213267 41.0334523)"
"19003","Adams County","July 01, 2013","3,891","POINT (-94.6991849 41.0289839)"
"19157","Poweshiek County","July 01, 2015","18,358","POINT (-92.5314684 41.6864422)"
"19067","Floyd County","July 01, 1998","17,059","POINT (-92.7890033 43.0599208)"
"19015","Boone County","July 01, 2005","26,311","POINT (-93.931671 42.0365493)"
"19115","Louisa County","July 01, 2019","11,035","POINT (-91.2596184 41.2185073)"
"19019","Buchanan County","July 01, 2008","21,033","POINT (-91.8378392 42.4707777)"
"19117","Lucas County","July 01, 2007","9,457","POINT (-93.3277207 41.0293738)"
"19139","Muscatine County","July 01, 1991","39,969","POINT (-91.1127562 41.4839221)"
"19171","Tama County","July 01, 2014","17,309","POINT (-92.5325425 42.0798117)"
"19009","Audubon County","July 01, 2021","5,645","POINT (-94.9058222 41.6845893)"
"19011","Benton County","July 01, 1998","24,453","POINT (-92.0656912 42.0801864)"
"19033","Cerro Gordo County","April 01, 2000","46,447","POINT (-93.2608184 43.0815577)"
"19163","Scott County","July 01, 2022","173,985","POINT (-90.6232428 41.6370978)"
"19105","Jones County","July 01, 2013","20,519","POINT (-91.1314352 42.1212397)"
"19141","O'Brien County","July 01, 2018","13,798","POINT (-95.6248784 43.0837527)"
"19047","Crawford County","July 01, 1992","16,739","POINT (-95.3819678 42.0372125)"
"19093","Ida County","July 01, 2002","7,550","POINT (-95.5134962 42.3868747)"
"19107","Keokuk County","July 01, 1991","11,601","POINT (-92.1786426 41.336465)"
"19195","Worth County","July 01, 2002","7,794","POINT (-93.2608476 43.3773984)"
"19075","Grundy County","July 01, 2017","12,298","POINT (-92.7914177 42.4018651)"
"19081","Hancock County","July 01, 2019","10,630","POINT (-93.7342723 43.0818861)"
"19183","Washington County","April 01, 1990","19,612","POINT (-91.7178676 41.335591)"
"19111","Lee County","July 01, 2002","36,858","POINT (-91.479264 40.6419764)"
"19009","Audubon County","July 01, 2016","5,626","POINT (-94.9058222 41.6845893)"
"19169","Story County","July 01, 1998","77,833","POINT (-93.4650448 42.0362415)"
"19091","Humboldt County","July 01, 2002","10,073","POINT (-94.2071868 42.7764686)"
"19069","Franklin County","July 01, 1995","11,045","POINT (-93.262473 42.7325458)"
"19053","Decatur County","July 01, 1991","8,303","POINT (-93.7862815 40.7376827)"
"19117","Lucas County","July 01, 2001","9,443","POINT (-93.3277207 41.0293738)"
"19195","Worth County","July 01, 2017","7,455","POINT (-93.2608476 43.3773984)"
"19099","Jasper County","July 01, 1993","34,925","POINT (-93.053765 41.6860394)"
"19191","Winneshiek County","April 01, 2010","21,056","POINT (-91.8437074 43.2906746)"
"19085","Harrison County","July 01, 2014","14,265","POINT (-95.8169209 41.6828528)"
"19119","Lyon County","July 01, 2008","11,189","POINT (-96.2102924 43.380497)"
"19013","Black Hawk County","April 01, 2000","128,013","POINT (-92.3088197 42.4700957)"
"19185","Wayne County","July 01, 1991","7,075","POINT (-93.3273639 40.7394702)"
"19139","Muscatine County","July 01, 2006","42,226","POINT (-91.1127562 41.4839221)"
"19127","Marshall County","July 01, 2014","40,722","POINT (-92.9987706 42.0358499)"
"19193","Woodbury County","July 01, 1996","103,346","POINT (-96.0447673 42.3897169)"
"19039","Clarke County","July 01, 2009","9,086","POINT (-93.7851579 41.0290323)"
"19183","Washington County","July 01, 2019","21,965","POINT (-91.7178676 41.335591)"
"19177","Van Buren County","July 01, 2013","7,434","POINT (-91.9499871 40.7532294)"
"19147","Palo Alto County","July 01, 2004","9,648","POINT (-94.6781371 43.0820643)"
"19147","Palo Alto County","July 01, 2013","9,164","POINT (-94.6781371 43.0820643)"
"19105","Jones County","July 01, 2017","20,618","POINT (-91.1314352 42.1212397)"
"19051","Davis County","July 01, 2014","8,756","POINT (-92.4097173 40.7476891)"
"19159","Ringgold County","July 01, 2004","5,246","POINT (-94.2439719 40.7352023)"
"19169","Story County","July 01, 2009","87,214","POINT (-93.4650448 42.0362415)"
"19069","Franklin County","July 01, 2012","10,509","POINT (-93.262473 42.7325458)"
"19095","Iowa County","July 01, 2009","15,811","POINT (-92.065524 41.6863229)"
"19185","Wayne County","July 01, 2011","6,337","POINT (-93.3273639 40.7394702)"
"19121","Madison County","July 01, 2003","14,454","POINT (-94.0155619 41.3307142)"
"19077","Guthrie County","July 01, 1998","11,321","POINT (-94.501055 41.6837548)"
"19083","Hardin County","July 01, 1997","19,062","POINT (-93.2404025 42.3838803)"
"19127","Marshall County","July 01, 2018","39,888","POINT (-92.9987706 42.0358499)"
"19143","Osceola County","April 01, 2010","6,462","POINT (-95.6236852 43.3785704)"
"19185","Wayne County","July 01, 2017","6,492","POINT (-93.3273639 40.7394702)"
"19115","Louisa County","April 01, 2020","10,837","POINT (-91.2596184 41.2185073)"
"19063","Emmet County","July 01, 2006","10,371","POINT (-94.6784803 43.3780225)"
"19105","Jones County","July 01, 1994","19,939","POINT (-91.1314352 42.1212397)"
"19151","Pocahontas County","July 01, 2015","6,967","POINT (-94.6787466 42.7341351)"
"19069","Franklin County","July 01, 2005","10,664","POINT (-93.262473 42.7325458)"
"19125","Marion County","July 01, 1995","30,805","POINT (-93.0994367 41.3344515)"
"19013","Black Hawk County","July 01, 2015","133,701","POINT (-92.3088197 42.4700957)"
"19107","Keokuk County","July 01, 1996","11,597","POINT (-92.1786426 41.336465)"
"19027","Carroll County","July 01, 2008","20,679","POINT (-94.8605593 42.0362382)"
"19145","Page County","July 01, 1995","16,784","POINT (-95.1501747 40.7391444)"
"19153","Polk County","July 01, 1998","360,985","POINT (-93.5735335 41.6855048)"
"19093","Ida County","July 01, 2016","6,961","POINT (-95.5134962 42.3868747)"
"19087","Henry County","July 01, 1998","20,033","POINT (-91.5445241 40.9879383)"
"19083","Hardin County","July 01, 2022","16,677","POINT (-93.2404025 42.3838803)"
"19015","Boone County","July 01, 2011","26,288","POINT (-93.931671 42.0365493)"
"19079","Hamilton County","April 01, 1990","16,071","POINT (-93.7068085 42.3837722)"
"19165","Shelby County","July 01, 1993","13,318","POINT (-95.3102113 41.6850926)"
"19121","Madison County","July 01, 2011","15,740","POINT (-94.0155619 41.3307142)"
"19045","Clinton County","July 01, 2005","49,299","POINT (-90.5319724 41.8980358)"
"19089","Howard County","July 01, 1993","9,977","POINT (-92.3171989 43.3567673)"
"19181","Warren County","July 01, 2022","54,325","POINT (-93.5613594 41.3343735)"
"19169","Story County","April 01, 2010","89,542","POINT (-93.4650448 42.0362415)"
"19185","Wayne County","July 01, 2013","6,385","POINT (-93.3273639 40.7394702)"
"19101","Jefferson County","July 01, 2005","15,553","POINT (-91.9488774 41.0317596)"
"19117","Lucas County","July 01, 2006","9,489","POINT (-93.3277207 41.0293738)"
"19023","Butler County","July 01, 1993","15,709","POINT (-92.7901934 42.7315661)"
"19061","Dubuque County","July 01, 1998","88,996","POINT (-90.8824564 42.468832)"
"19121","Madison County","July 01, 2019","16,338","POINT (-94.0155619 41.3307142)"
"19039","Clarke County","July 01, 2004","9,221","POINT (-93.7851579 41.0290323)"
"19099","Jasper County","July 01, 1996","35,406","POINT (-93.053765 41.6860394)"
"19031","Cedar County","July 01, 1996","17,742","POINT (-91.1324125 41.7723207)"
"19023","Butler County","July 01, 2013","14,975","POINT (-92.7901934 42.7315661)"
"19013","Black Hawk County","July 01, 2005","126,235","POINT (-92.3088197 42.4700957)"
"19147","Palo Alto County","July 01, 2023","8,807","POINT (-94.6781371 43.0820643)"
"19111","Lee County","July 01, 2003","36,472","POINT (-91.479264 40.6419764)"
"19051","Davis County","July 01, 2018","8,972","POINT (-92.4097173 40.7476891)"
"19093","Ida County","July 01, 2021","6,980","POINT (-95.5134962 42.3868747)"
"19057","Des Moines County","July 01, 1993","43,014","POINT (-91.1814707 40.9231829)"
"19177","Van Buren County","July 01, 2005","7,625","POINT (-91.9499871 40.7532294)"
"19037","Chickasaw County","July 01, 2016","12,094","POINT (-92.3176637 43.0600414)"
"19133","Monona County","July 01, 2012","9,091","POINT (-95.9599235 42.0516663)"
"19101","Jefferson County","April 01, 1990","16,310","POINT (-91.9488774 41.0317596)"
"19159","Ringgold County","July 01, 2017","5,024","POINT (-94.2439719 40.7352023)"
"19143","Osceola County","July 01, 2005","6,621","POINT (-95.6236852 43.3785704)"
"19119","Lyon County","July 01, 2016","11,780","POINT (-96.2102924 43.380497)"
"19085","Harrison County","April 01, 2010","14,928","POINT (-95.8169209 41.6828528)"
"19193","Woodbury County","July 01, 2024","107,257","POINT (-96.0447673 42.3897169)"
"19087","Henry County","July 01, 2024","19,361","POINT (-91.5445241 40.9879383)"
