"","County","Year","Population","Personal_Income","Personal_Income_Per_Capita","Total_Revenue","Revenue_Percent_Property_Tax","Revenue_Percent_Grant","Revenue_Percent_Activities","Revenue_Percent_Other","Total_Budget","Budgeted_Public_Safety_Percent","Budgeted_Mental_Health_Percent","Budgeted_Roads_Transportation_Percent","Budgeted_Administration_Percent","Budgeted_Debt_Percent","Budgeted_Physical_Health_Percent","Budgeted_Environment_Education_Percent","Budgeted_Services_to_Residents_Percent","Budgeted_Refunded_Programs_Percent","Budgeted_Projects_Percent","Budgeted_Transfers_Out_Percent","Budgeted_Refunded_Debt_Percent","Total_Expenditure","Actual_Public_Safety_Percent","Actual_Mental_Health_Percent","Actual_Roads_Transportation_Percent","Actual_Administration_Percent","Actual_Debt_Percent","Actual_Physical_Health_Percent","Actual_Environment_Education_Percent","Actual_Services_to_Residents_Percent","Actual_Refunded_Programs_Percent","Actual_Projects_Percent","Actual_Transfers_Out_Percent","Actual_Refunded_Debt_Percent"
"788","TAMA",2014,17309,704807000,40441,17739332,0.4301,0.3504,0.0472,0.1723,28719591,0.123822271702964,0.0492302623668979,0.251210297528262,0.0489269502480032,0.00692913767469739,0.0518957251166982,0.0290093615887496,0.018235287542918,0.000914010230856004,0.349235022183986,0.0705916738159676,0,23475547,0.138155247245144,0.0469862108005407,0.261906186893111,0.0549108823747536,0.00849824713349597,0.0598774972101822,0.0488755810460987,0.0212220401083732,4.01694580322239e-05,0.275404615705014,0.0841233220252546,0
"789","AUDUBON",2021,5645,365739000,64561,16796636,0.3027,0.235,0.0251,0.4372,11965345,0.152189761348294,0.0130923930734968,0.396426596976518,0.0864607748460241,0.0371939129210232,0.0400314407984057,0.0517365775913691,0.0451777194890745,8.35746900737087e-06,0.085650016777619,0.092032448709168,0,11404784,0.142986750121703,0.0133912224904917,0.436963646133061,0.0723514798702018,0.0527116515314977,0.0365575533916293,0.0492988731746257,0.039248441706568,0,0.0382817421180445,0.118208639462177,0
"790","SCOTT",2022,173985,10968288000,63064,114482982,0.5013,0.1356,0.0736,0.2895,108897985,0.344795314624049,0.0511159320349224,0.0765358514209423,0.124419887108104,0.0445200983287248,0.0636051805733596,0.0507025359560142,0.0290685084760751,0,0.0755228574706869,0.139713834007121,0,113901753,0.322708668057111,0.040121208670072,0.0572384254700628,0.113609673768585,0.0425203815783239,0.0553739941122767,0.056020358176577,0.0248442532750132,0,0.100499691168054,0.187063345723924,0
"791","JONES",2013,20519,787656000,38357,16460347,0.4032,0.3125,0.0514,0.2329,18156242,0.132209793193988,0.145026432231956,0.337393993757078,0.0851586468168909,0.000433900363302053,0.0427486591112853,0.0429215473113875,0.0351658123966402,0.000324957113922584,0.0914286117138117,0.0871876459897373,0,15930569,0.150871886622505,0.092021634632134,0.365826230061211,0.0955092062311145,0,0.044193525039815,0.0516698430545701,0.0379282748783173,0.0363930503675041,0.0192948538121896,0.106291495300639,0
"792","OBRIEN",2018,13798,741660000,52237,16310000,0.3915,0.3462,0.0639,0.1984,16710766,0.210010181460263,0.0237551049425263,0.271501617579948,0.0901535572935436,0.0163043393702,0.0259787612369176,0.055662618936798,0.0377562584503906,0.000807862428329138,0.14475697882431,0.123312719476773,0,15782554,0.20094136855163,0.0259697511568787,0.279898107746059,0.087666672960536,0.0172632388902328,0.0310327466644499,0.058014881495099,0.0366966588550877,0.00625627512505264,0.124270571163577,0.131989727391397,0
"793","GRUNDY",2017,12298,599074000,48434,18317765,0.3006,0.4114,0.0259,0.2621,19159887,0.109099860557633,0.0383759048265786,0.263022323670281,0.105241539263775,0.0992438525342034,0.0294283572758023,0.0495867225104198,0.0227384952740066,0,0.198355971514863,0.0849069725724374,0,17413420,0.104069734721841,0.0395903274600854,0.272489436308319,0.0934738839354934,0.0982755828550624,0.0275313522559038,0.0512292817838196,0.022497935500321,0,0.134619793239926,0.156222671939228,0
"794","HANCOCK",2019,10630,541023000,49640,14591807,0.3777,0.3215,0.057,0.2438,15038199,0.135584985941468,0.0311641041590153,0.441814408759985,0.08935724284537,0,0.0307910541681221,0.047498639963469,0.0373563350238948,0.0022675587681743,0.0236065502258615,0.16055912014464,0,14448895,0.134308402130405,0.0328606443606933,0.455243670882791,0.0869167503812575,0,0.0233594333684341,0.046214606722521,0.0349581750023099,0.000703514005742308,0.0156166959480292,0.169818107197817,0
"795","AUDUBON",2016,5626,243437000,42374,10469879,0.3257,0.4014,0.0314,0.2415,9192676,0.155945015357878,0.0252572809049291,0.39489317365259,0.0810661661522717,0.0814501675029121,0.0668930352815655,0.0593003604173583,0.0378081420469948,1.08782252306075e-05,0.0040558374949797,0.0933199429632895,0,10253843,0.119798889060423,0.0120969279517933,0.410867515720691,0.0675406284258497,0.0310368512566459,0.057994061348511,0.0812649462255274,0.0305998443705448,0,0.0918821362878289,0.0969181993521843,0
"796","WORTH",2017,7455,294384000,39220,15131346,0.261,0.2738,0.025,0.4402,14896072,0.149871858836343,0.0182280939565813,0.287778549942562,0.0976990444192268,0.154563296955063,0.0684276364937012,0.0618380469696978,0.027980664969933,0,0.0467908586908012,0.0868219487660908,0,14692219,0.149899344680337,0.0181312298707227,0.240761181139486,0.0899912395806243,0.150121571152731,0.0606767432475653,0.0591896976215778,0.0244882682459334,0,0.0623871724209937,0.144353552040029,0
"797","WINNESHIEK",2010,21056,756070000,35867,20300870,0.3229,0.424,0.0382,0.2149,18705577,0.11385043081002,0.141739492986503,0.288073444620286,0.081488478008457,0.0266570766568708,0.0901662108578634,0.0672169054181007,0.0190982079836404,0,0.0670179807872272,0.104691771871031,0,20335635,0.10128756736635,0.0984990633437313,0.318267415794983,0.068306644960927,0.0239836621772568,0.0824482245083569,0.169871459632315,0.0160909162659538,0.000130018069266094,0.0248151090438041,0.0962999188370562,0
"798","HARRISON",2014,14265,559706000,38518,16081600,0.4632,0.2973,0.0443,0.1952,17424929,0.146253795352624,0.0579112833113983,0.346801986969359,0.0737949635261068,0.0132724213682592,0.0953466151856343,0.0581446271603173,0.0377992931850684,0,0.0638740048811677,0.106801009060066,0,15168733,0.155726651659041,0.0307891239169415,0.371221116490085,0.0835178521502093,0.0151971163313376,0.0945280663849776,0.0634702318248993,0.0410792384571605,0,0.0218499462018351,0.122620656583513,0
"799","MARSHALL",2014,40722,1561625000,38124,24905804,0.474,0.2592,0.0471,0.2197,25385684,0.297788391283843,0.0763802543197181,0.245713292578605,0.11488502732485,0.0247344133016073,0.0390503954906238,0.0378011480801542,0.0343459329281811,0,0.0325340061745037,0.0967671385179143,0,22559645,0.314816079774305,0.0508087782409697,0.277347316413889,0.11786275892196,0.0281404694089823,0.0338169328462394,0.0406158430241256,0.0413987897415939,0,0.00612921878868218,0.0890638128392535,0
"800","WASHINGTON",2019,21965,1325912000,58901,29340399,0.3686,0.2442,0.0451,0.3421,27374416,0.190573124920729,0.0302173752309456,0.236159631679448,0.0872283083591628,0.114928515735276,0.0844158282682633,0.0462583019122673,0.0293390733888168,0.00018265229840885,0.0655206671806259,0.115176521026056,0,25828763,0.186655899858619,0.0319423737017526,0.237431811968696,0.0712271818824618,0.121653561186806,0.078651850264761,0.0452861795975285,0.0278147273255014,0.000157537548352587,0.0894809015824722,0.10969797508305,0
"801","VAN BUREN",2013,7434,262997000,35160,7779645,0.3104,0.4804,0.0498,0.1594,7753751,0.145940074681274,0.0863317638134111,0.418507119973288,0.0783736800420854,0,0.0769315393285134,0.0495422151162708,0.0401092322928606,0.000735128068982354,0.0216153446248145,0.0819139020585005,0,9498420,0.119761286613984,0.0532209567485961,0.349917038833827,0.0585485796585116,0,0.0564257002743614,0.0375126600002948,0.031206558564477,6.7906030687209e-05,0.0774430905350574,0.0708159883433245,0.145080234396879
"802","PALO ALTO",2013,9164,521606000,56678,24614153,0.2391,0.1384,0.0339,0.5886,18056523,0.09782625370344,0.0851678365762888,0.239285271034739,0.0692460558436417,0.065578960024585,0.020813530932838,0.0871744244448391,0.0233983585876417,0,0.237930912834104,0.0735783960178823,0,15250625,0.109277750911848,0.0442182533502725,0.276799934428917,0.0757143395762469,0.0965026679234458,0.0204511618376296,0.0949408302938404,0.0265139953280603,0,0.169186574320725,0.0863944920290152,0
"803","JONES",2017,20618,864711000,41895,19351840,0.389,0.3398,0.0466,0.2246,18492475,0.141234799560362,0.0695584014578903,0.351070584115971,0.0935105765994006,0.022306370564243,0.0417830495917934,0.0538923535113607,0.0369553561651428,0.00561363473520986,0.0714885379052831,0.112586335793343,0,18177680,0.147966572191831,0.0638095180463073,0.374644344052706,0.0943092297806981,0.0220050083398982,0.039527266405834,0.0537956989010699,0.0371277302714098,0.00499376158013564,0.0258091791691789,0.136011691260931,0
"804","DAVIS",2014,8756,298238000,33968,8214523,0.3519,0.4123,0.0363,0.1995,8464368,0.136963563020889,0.0441025248429652,0.414055012731015,0.105823140014706,0.0207930468051484,0.0430217589783431,0.0385298701568741,0.0420506291786936,0.00295355778482221,0.0608432903673375,0.0908636061192046,0,8214181,0.13874858613415,0.0528387431443256,0.406849082093516,0.0950528117167128,0.0210712425255786,0.0396409575099453,0.0518167301158813,0.0408670079220314,0.00237516071291831,0.0685400041708358,0.0821996739541045,0
"805","FRANKLIN",2012,10509,503041000,47849,14834430,0.3633,0.4135,0.0538,0.1694,23827856,0.0705080641749724,0.0598846576880438,0.179243990730849,0.0645788693703706,0.036553771350641,0.0818855880277269,0.0327478057614584,0.0197241413579132,0,0.383723487333481,0.0711496242045445,0,21918549,0.0644496129739245,0.0597695130275275,0.218187663791066,0.0746730999392341,0.0415562636012083,0.0886279014181094,0.0308514035304071,0.0188004689544002,0,0.331078028933393,0.0720060438307299,0
"806","WAYNE",2011,6337,228800000,36043,8350495,0.3499,0.4244,0.0499,0.1758,7573927,0.146472761092099,0.0992265967179245,0.345857571640181,0.108222062346257,0,0.137691847307216,0.0518794279374491,0.0349077829770474,0.00431744324971709,0.00858207373796975,0.062842432994139,0,8094547,0.125628030821243,0.0817043869162783,0.342789287652539,0.0813247486239811,0.0358289352078628,0.103608639248126,0.0351408176393318,0.0252069695808796,0.00384098084797086,0.0389483191585644,0.105918342311188,0
"807","MARSHALL",2018,39888,1671678000,41423,27533326,0.4304,0.3005,0.0565,0.2126,28022628,0.28974509457143,0.0380053576702371,0.254505037857263,0.108862487843753,0.0277382977784953,0.0286817496203425,0.046775270327965,0.0373298321627793,0,0.0430117403692473,0.125345131798488,0,26215021,0.29834475432997,0.0356262541235424,0.281775932966066,0.102276400999259,0.0292992326803782,0.0232581160243969,0.0356065707519365,0.0345089557624234,0,0.0344206476126798,0.124883134749348,0
"808","OSCEOLA",2010,6462,242790000,37566,7863387,0.3154,0.3831,0.0585,0.243,7348110,0.143407352366799,0.091207126730547,0.320490575127482,0.0974582579738191,0.0390884186545928,0.0289786081046691,0.0565622996933905,0.0337333001275158,0,0.0544357664760054,0.134638294745179,0,7510080,0.13606166645362,0.0889886658996975,0.301106512846734,0.0897226128083855,0.0501808236396949,0.0393062390813413,0.0545687928757084,0.0312060590566279,0,0.0302910221994972,0.178567605138694,0
"809","WAYNE",2017,6492,251900000,38411,9592238,0.3616,0.4365,0.0683,0.1336,10123596,0.160970568165699,0.0336046598461653,0.332930116926831,0.0958648488145912,0.0257559665557575,0.116669807842984,0.045351375143773,0.0263609887237697,0.00246947823678464,0.108163146771167,0.0518590429724774,0,9412572,0.163645707039479,0.0212317101000662,0.354804616634008,0.084475847834152,0.027701567648035,0.114892295113387,0.0504727082034538,0.0272642801563696,0.00168572415701043,0.0860772167267353,0.0677483263873041,0
"810","LOUISA",2020,10837,504393000,46612,14408262,0.3773,0.2728,0.0537,0.2962,14482760,0.228561268708451,0.0265536403282247,0.288049929709531,0.0902749199738171,0.0238152120175989,0.0589107324846921,0.0750434999958571,0.0282395068343327,0,0.0702525623568988,0.110298727590597,0,15693364,0.20699908572821,0.0243123781491336,0.247371564184709,0.0864737477573323,0.0844521926592667,0.0451778216576127,0.0500047026246253,0.0251237401999979,0,0.0589921319609996,0.171092635078113,0
"811","POCAHONTAS",2015,6967,345050000,47784,12660247,0.4914,0.3164,0.0413,0.1509,12927363,0.150761218664626,0.0330272306888884,0.316154423759896,0.114713263640852,0.00696197670012051,0.116083844787216,0.0832963381627019,0.029211912746629,0.000803334755897239,0.063122076791686,0.0858643793014863,0,12150810,0.157404074296281,0.0336287868874585,0.331639454489042,0.108486594720846,0.00711351753504499,0.101955095997715,0.0824901385175145,0.0266957511474544,0.000767767745524784,0.0327998709551051,0.117018947708013,0
"812","BLACK HAWK",2015,133701,5393553000,40278,60911807,0.4965,0.2366,0.0934,0.1735,61458530,0.310030796376028,0.1106579021659,0.094986912313067,0.0933223427244355,0.109856646424833,0.127439771175783,0.0617778362092292,0.0294392495232151,0,0.0147847987903388,0.0477037442971708,0,60159797,0.316343537528892,0.109514182702445,0.0910482793018733,0.0874826588926156,0.112301259926126,0.120955245244594,0.0658630879356192,0.0295570146288891,0,0.0107971441459485,0.0561375896929971,0
"813","IDA",2016,6961,322025000,45542,7450107,0.2773,0.3922,0.063,0.2675,8148853,0.0973222857253653,0.0306711877119393,0.43336037599402,0.0941504282872694,0,0.0404502326891895,0.0493352868188934,0.0341241890116315,0,0.0840609101673573,0.136525103594334,0,7774811,0.0957987274545967,0.0321467621528035,0.491701856160876,0.0887256294718933,0,0.0351267702841908,0.0440225492298141,0.0408969427038162,0,0.0196289015900194,0.15195186095199,0
"814","HARDIN",2022,16677,1142814000,68981,26190189,0.3572,0.4622,0.0361,0.1445,24091992,0.229983763899639,0.0139275739424121,0.317989479657805,0.125677777080451,0.00885622077244588,0.0220182291277533,0.123059936264299,0.0318786840042119,0.0134601572173858,0.0264195671325144,0.0867286109010828,0,21951498,0.207954281753345,0.0239582282721662,0.294666222778965,0.124542525526048,0.0758940916014023,0.0198595558262129,0.0843703696212441,0.0306684764748173,0.00557665813968596,0.0373240587043308,0.0951855313017818,0
"815","BOONE",2011,26288,1114482000,42313,18983230,0.373,0.357,0.0564,0.2136,22520732,0.144896977593801,0.120565574866749,0.246805920873265,0.080364927747464,0.05065750083079,0.0336973505124079,0.141636959224949,0.0285083983948657,0,0.0580487348279798,0.0948176551277285,0,19325542,0.157540885528592,0.130812217323581,0.289701370341903,0.0859725434867493,0.033271667102532,0.0407062839427738,0.100637591432106,0.0289002502491263,0,0.0206120997796595,0.111845090812977,0
"816","MADISON",2011,15740,625063000,39684,13572426,0.3222,0.332,0.0803,0.2655,13362975,0.169889489428814,0.112927697612246,0.331727328682423,0.0792277168819069,0.0064112220519757,0.0662729669104372,0.0461998170317613,0.0337679296713494,0,0.0515626198507443,0.102013211878343,0,12572002,0.189927189002993,0.0999691218630096,0.33907240867445,0.0719691263173518,0.00900270299034315,0.0547021071107052,0.0507235840401553,0.0348436152014612,0,0.0400860578927684,0.109704086906763,0
"817","WARREN",2022,54325,3287573000,60515,46646942,0.3898,0.2907,0.0413,0.2782,54800759,0.150130584870184,0.0139979813053319,0.172857551115305,0.0660994494620047,0.0592021909769534,0.0514641959612275,0.0308296824866969,0.0185882644435636,0,0.348783873595619,0.0880462257831137,0,53328940,0.157723704990199,0.0240818962462033,0.161559145934646,0.071177338233237,0.0606161495053155,0.0447175023542564,0.0363701397402611,0.0226493532404732,0,0.342442096167672,0.0786626735877368,0
"818","STORY",2010,89542,2996670000,33419,41838860,0.4669,0.2454,0.0522,0.2355,42347932,0.205752526475201,0.205804335380533,0.120807552066533,0.107055003299807,0.0525983181421941,0.0462557179887792,0.059951971208417,0.0276220335859612,0,0.126924733892555,0.0472278079600203,0,38407028,0.225973043266977,0.221776259282546,0.130430295205346,0.10647353395842,0.0575868041651127,0.0560312555295869,0.0684506491884767,0.0277159169931087,0,0.053488439667865,0.0520738027425606,0
"819","WAYNE",2013,6385,234047000,36484,8770968,0.342,0.4215,0.0611,0.1754,8389748,0.136404692965748,0.0888408090445625,0.367082420115598,0.0952837915989849,0.0475625727971806,0.113266334102049,0.0258958910327223,0.0290574877815162,0.00395721063374013,0.0178789637066572,0.0747698262212405,0,8027772,0.148281739939799,0.0594524856959067,0.375483135295821,0.0925110977242503,0.0498240358595137,0.12799591219083,0.0277242552479069,0.0278090857587884,0.00179003589040645,0.0073217076917481,0.0818065087050305,0
"820","MADISON",2019,16338,817694000,49936,17096136,0.3945,0.3109,0.0856,0.209,17075961,0.185288429740499,0.0206997427553272,0.359970370042424,0.0910341737135614,0.00803058756107489,0.0514806750846995,0.0522029184770333,0.0353112776493223,0,0.0845764405294671,0.111405384446591,0,16456579,0.21189956916319,0.00180596465401466,0.349333965461473,0.0867805514135107,0.00832657868928895,0.0467866984991231,0.0512012855162668,0.0360863579240862,0,0.0830657453168122,0.124713283362235,0
"821","BUTLER",2013,14975,639393000,42714,33244945,0.1656,0.6951,0.033,0.1063,30218515,0.072163870395352,0.486946330751197,0.160497628688901,0.0546705554525098,0.0163404786767318,0.0483666718897338,0.0282509911555879,0.0172488290705218,8.27307364375781e-05,0.0458328279864183,0.0695990851966088,0,39690032,0.0494113484211854,0.640320622568407,0.124836432482594,0.03759409919347,0.0124408314913931,0.031530536432926,0.0173133143354483,0.0119160397754277,0,0.0179638303138682,0.0566729449852799,0
"822","DAVIS",2018,8972,341749000,37901,10282287,0.3809,0.3805,0.0586,0.18,11159865,0.144952739123636,0.0293590469060334,0.392675000996876,0.0971301176134299,0.0368991022740867,0.0363817125027946,0.0475600735313554,0.0374600409592768,0.00273238072324352,0.103047841528549,0.0718019438407185,0,10668620,0.152425430842977,0.0293293790574601,0.44683436095765,0.0986667441524771,0.0421527807720211,0.0265845067122083,0.0399923326540827,0.0365737086895962,0.00163113879770767,0.0507014965384464,0.0751081208253739,0
"823","IDA",2021,6980,479733000,68789,20333226,0.1357,0.2592,0.0186,0.5865,14106880,0.0751290859495509,0.0174578645313492,0.29809851646856,0.0671782846384176,0.0385510474321749,0.0209972722529716,0.0631972484348063,0.0235042050403775,0,0.276460847473006,0.119425627778786,0,10327938,0.0978822684644311,0.0238456117765231,0.305357274607961,0.0796942235710555,0.0526857345580502,0.0228403772369664,0.0802452532151142,0.030615114072141,0,0.139918829876787,0.16691531262097,0
"824","CHICKASAW",2016,12094,637982000,52349,14544976,0.3409,0.3624,0.0799,0.2168,14756876,0.147493819152509,0.0543716027701256,0.334550551214227,0.110122088170965,0,0.114853645175307,0.0529701543876902,0.0316342700175837,0.000271195610778325,0.0199896644791215,0.133743009021693,0,14558336,0.131152557545038,0.0512390289659478,0.376561236119293,0.101900175954175,0,0.10007297537301,0.047324845366943,0.0304808873761397,0.000287052036716284,0.0199967221528614,0.140984519109876,0
"825","MONONA",2012,9091,358454000,39287,13322451,0.3604,0.4187,0.0728,0.1481,12453556,0.142806600781335,0.0778653101170461,0.37063277348253,0.119428699722393,0.00393783109017216,0.0594182898442822,0.052065851713358,0.0365785483278832,0,0.0439093862026236,0.0933567087183773,0,12649435,0.129112486051749,0.0813181774521945,0.39814798052245,0.10237334710997,0.00387685299778211,0.0474795909856843,0.0547842650679655,0.0302662529986517,0,0.0579630631723868,0.0946779836411666,0
"826","RINGGOLD",2017,5024,214422000,43670,9218588,0.3378,0.4464,0.0631,0.1527,9654379,0.139126296989169,0.0606051409417426,0.397274956783859,0.0868245383778698,0.0504000309082542,0.0943094320204334,0.0262804060209362,0.0296021111249103,0,0.0393603772961472,0.0762167095366776,0,9706832,0.125755344277103,0.0558813627350303,0.425014464039349,0.0884863362217457,0.0501275802445123,0.0900288580249457,0.0591032171979488,0.0277382981388779,0,0.00199848931144579,0.0758660498090417,0
"827","LYON",2016,11780,610475000,51292,19294480,0.3235,0.3632,0.0617,0.2516,19097297,0.168859812988194,0.029908578161611,0.285674983218829,0.0654207765633011,0.0127588736772539,0.0325319337076865,0.0480516693016818,0.0271170312741117,0.00347714129387002,0.191755409155547,0.134443790657914,0,18659695,0.166392215949939,0.0306177030224771,0.326945912031252,0.0644603783716722,0.0130527321052139,0.029341851514722,0.0495318385429129,0.0266025248537021,0.00370300800736561,0.151755106393754,0.137596729206989,0
"828","HARRISON",2010,14928,533278000,35733,15905573,0.3804,0.3791,0.0383,0.2022,17843771,0.105077788770098,0.117312646525222,0.274466198876908,0.101765932772843,0.0269478351857351,0.0927616701648996,0.0462083939543945,0.0255750872391268,0,0.137336440822963,0.0725480056878112,0,15729047,0.113342785484715,0.11790796988527,0.282957765972725,0.107731956042855,0.0315004462762429,0.0869240838303808,0.0537816436049813,0.0282464665532502,0,0.0953722116794489,0.0822346706701302,0
"829","PALO ALTO",2022,8772,570359000,65080,29037045,0.2286,0.2012,0.0342,0.536,18619545,0.133659388561858,0.0198062304959654,0.360014919806042,0.0732202639753012,0.0995922295630747,0.0220232019633133,0.0868758071155874,0.0287801877006124,0,0.0331372222038723,0.142890548614373,0,19674044,0.113741435161983,0.0251377906850264,0.281850035508714,0.0706164934875616,0.118283968461187,0.0191500029175496,0.0767495487963735,0.0270727767001029,0,0.115255867070339,0.152142081211163,0
"830","MADISON",2015,15720,683434000,43302,12947459,0.3681,0.3092,0.0878,0.2349,14010722,0.188826742833096,0.0533116708760619,0.32244541002241,0.0720238400276588,0.00681371024276979,0.0576934579103061,0.0543294628214021,0.0346371871485281,0,0.0986849214480167,0.11123359666975,0,13803947,0.194307034067865,0.0807282149083882,0.337102859059079,0.071399506242671,0.00690853130629957,0.0573972791984785,0.0560448399287537,0.0320543827066273,0,0.0323123524018167,0.131745000180021,0
"831","CLINTON",2011,49102,1850663000,37683,36014631,0.4212,0.2951,0.0405,0.2432,47306217,0.158591861192367,0.184135522821451,0.110674396136981,0.0722495734545842,0.0288484915206811,0.0355771631453853,0.0362646203563477,0.0287630059279523,0.000845554824221096,0.32343941177964,0.0206103988403892,0,42630426,0.161067379434585,0.189432613223241,0.131308985746471,0.077655123596466,0.032772344334537,0.0367827429169955,0.0414080778831532,0.0253871260868939,0.00244782916314278,0.200802708375469,0.100935069239045,0
"832","WOODBURY",2019,103107,4605406000,43607,62321358,0.469,0.1653,0.0538,0.3119,63763172,0.287783299111907,0.0367034751658842,0.133308518591265,0.101891308042203,0.0357025368813208,0.0833607995536985,0.0482656822656188,0.0403079853053735,0.0138895379922442,0.0755773254191306,0.143209531671354,0,64212598,0.286621310665549,0.0368807223778736,0.135296379068793,0.106114379611303,0.0385388549455669,0.080522906112598,0.0456620833189151,0.0354561576841977,0.0187077152679603,0.0687081061569881,0.147491384790256,0
"833","CASS",2014,13395,561408000,41521,16063088,0.3549,0.3945,0.0326,0.218,17279426,0.146792086727881,0.067817067534535,0.276340197874628,0.0912867707526859,0.0135634713791997,0.0309823370290194,0.0295355875825968,0.0384805027667007,0.069307221200519,0.0809085324940771,0.154986224658157,0,16160216,0.145788583518933,0.0674276878477367,0.306401040679159,0.0804241725481887,0.00479170575442804,0.0311023070483711,0.0265641870133419,0.0321565008784536,0.148073949011573,0.0288801832846789,0.128389682415136,0
"834","DECATUR",2013,8216,234210000,28667,7889200,0.2853,0.5182,0.038,0.1585,9186695,0.106442959083762,0.149016158694721,0.355544186456609,0.0743143208738289,0.0158925489525885,0.143985840392002,0.0424333234095613,0.0331709064032277,0,0.0293450473755796,0.0498547083581201,0,8371064,0.11642092331393,0.0822433086164435,0.361251926875723,0.0733541160359066,0.0688628112268644,0.149040432614062,0.0469396721850412,0.0313496587769488,0.000143350952758216,0.0149141136658375,0.0554796857364846,0
"835","DICKINSON",2021,17876,1272619000,71287,30687136,0.3658,0.2965,0.0482,0.2895,30245835,0.107849097239339,0.017390691974614,0.204526011597961,0.0865957246675451,0.0442484064334808,0.0199629800268368,0.24976767875643,0.0312609653527502,0.00387821992680976,0.0743904078032562,0.160129816220977,0,26497175,0.116871213629377,0.019688589443969,0.199078128140075,0.0992361261153312,0.0505082900346924,0.0206181224979644,0.237355831329189,0.0335144029505032,0.00364499234352341,0.0143419439996905,0.205142359515684,0
"836","POTTAWATTAMIE",2011,93498,3355452000,35868,69339785,0.4397,0.2838,0.0443,0.2322,78721653,0.251788107142516,0.135377009931435,0.134510894988447,0.073206973944005,0.0490831156708562,0.0434900420599654,0.110109184318068,0.0255218345072099,0,0.100384922049338,0.0765279153881588,0,69292325,0.281466222990786,0.132185635277789,0.151824462521643,0.0875719785704983,0.0561258985031892,0.0441876210677012,0.0801107193329131,0.0242894866062006,0,0.0480102377860752,0.094227737343205,0
"837","DICKINSON",2012,16925,828253000,48798,18917859,0.3942,0.2358,0.0563,0.3137,19035305,0.118767521718197,0.0793235516846197,0.179979517008002,0.10056508156817,0.0713018257390675,0.0295505640702894,0.125345509304947,0.0342335990938942,0.00877317174586906,0.104126831695105,0.148032826371839,0,16795031,0.127104082153823,0.0971060428527938,0.190453295382426,0.110416586905972,0.0801920520420593,0.0303348055743392,0.0912992658364251,0.038392724610035,0.0102459471494873,0.0408610737306766,0.183594123761963,0
"838","CLAY",2017,16141,746335000,45475,18254985,0.4104,0.3072,0.0532,0.2292,18445925,0.165871323883188,0.0272955679913043,0.294788306902473,0.0981995210324231,0.026699555592902,0.0414562023861639,0.0773315515486483,0.0249010553821508,0,0.107779143631995,0.135677771648752,0,19375541,0.15265844705962,0.0230399244077882,0.265764759807223,0.0944421629310893,0.0270272195238316,0.0330260713752457,0.0714951907665443,0.0233931016429425,0.0226562447985323,0.158058089836046,0.128438787851137,0
"839","CASS",2021,13085,740764000,56698,20545404,0.3592,0.2891,0.0298,0.3219,24865054,0.143628121620005,0.0147604746806502,0.287471726383542,0.0735757099099805,0.0385764293936382,0.0209685046330485,0.0309338157882143,0.0247606942659364,0.0121857768738407,0.175775206440332,0.177363540010812,0,18971470,0.157511621397815,0.0193368252433786,0.358877830763773,0.0768946739498837,0.0397845290849892,0.0227281807893642,0.0292943562096137,0.0318959469139713,0.00829329514265368,0.0222855688041043,0.233097171700453,0
"840","WAPELLO",2010,35625,1104952000,30961,19421680,0.4401,0.319,0.054,0.1869,20761100,0.16822263752884,0.25712471882511,0.175360457779212,0.12921328831324,0.014482180616634,0.0786403417930649,0.0453860344586751,0.0281299642119156,0.00650427963836213,0.0487690921964636,0.0481670046384825,0,18159687,0.179676940467091,0.188210677860252,0.206139676306095,0.141138666101459,0.0165236878807438,0.0803170230852547,0.060782985962258,0.0325348118610194,0.00676751752384278,0.0437861621733899,0.0441218507785955,0
"841","WINNESHIEK",2018,20017,968982000,48034,23894487,0.3692,0.3567,0.0463,0.2278,26706664,0.171515543835801,0.0349805202177254,0.286510887320109,0.0939201916046122,0,0.0520753546755222,0.0952073609792672,0.0240531352025098,0.000243384946918118,0.141163269212508,0.100330352005028,0,21402420,0.144931274126945,0.0417424291271735,0.31271370246916,0.118494964588117,0,0.0568678214893456,0.108713360451762,0.0269449436091806,7.35430853146513e-05,0.0643223523321195,0.125195608720883,0
"842","EMMET",2015,9702,408814000,41546,9511918,0.4481,0.3228,0.0385,0.1906,10068216,0.176920816955059,0.0964456861076481,0.335915618020114,0.12217020373818,0,0.0750963229235447,0.0488323850024672,0.0466691417824171,0.00104934180990952,0.00158915939030311,0.0953113242703573,0,9018264,0.188028094985909,0.106017743547982,0.326614080049109,0.105793975425869,0,0.072079060892429,0.0415585527325436,0.046603647886112,0,0.0017354781363686,0.111569366343678,0
"843","CASS",2020,13127,651822000,49689,18095454,0.3893,0.2614,0.0421,0.3072,23214142,0.145875733852235,0.0160035206125645,0.287281778495195,0.0686254525366477,0.00679779592973973,0.0227123621454543,0.0331827469651904,0.0259776562062901,0.0473849087336504,0.167686748879196,0.178471295643836,0,17134655,0.170698272010729,0.0216555279344696,0.347498738667338,0.0859542838767399,0.0168556647332555,0.0255623471846967,0.0315702884009045,0.0322175147384059,0.00438935012114338,0.0121775431136489,0.251420469218668,0
