"","County","Year","Personal_Income","Personal_Income_Per_Capita"
"1366","Lyon",2008,441394000,38232
"1367","Lyon",2009,399305000,34551
"1368","Lyon",2010,456951000,39484
"1369","Lyon",2011,560687000,47865
"1370","Lyon",2012,604164000,51213
"1371","Lyon",2013,643645000,54764
"1372","Lyon",2014,660867000,56110
"1373","Lyon",2015,669074000,56505
"1374","Lyon",2016,610475000,51292
"1375","Lyon",2017,662963000,55664
"1376","Lyon",2018,672104000,56079
"1377","Lyon",2019,646711000,54082
"1378","Lyon",2020,674872000,56584
"1379","Lyon",2021,790319000,65527
"1380","Lyon",2022,874515000,71805
"1381","Madison",2000,357328000,25434
"1382","Madison",2001,378398000,26753
"1383","Madison",2002,395727000,27650
"1384","Madison",2003,407862000,28165
"1385","Madison",2004,451295000,30632
"1386","Madison",2005,479064000,32113
"1387","Madison",2006,513268000,33630
"1388","Madison",2007,547942000,35539
"1389","Madison",2008,589514000,37991
"1390","Madison",2009,587351000,37869
"1391","Madison",2010,590662000,37526
"1392","Madison",2011,625063000,39684
"1393","Madison",2012,633431000,40441
"1394","Madison",2013,646200000,41647
"1395","Madison",2014,664250000,42403
"1396","Madison",2015,683434000,43302
"1397","Madison",2016,715472000,45092
"1398","Madison",2017,753768000,46864
"1399","Madison",2018,788762000,48599
"1400","Madison",2019,817694000,49936
"1401","Madison",2020,878674000,52843
"1402","Madison",2021,962239000,57314
"1403","Madison",2022,993855000,58339
"1404","Mahaska",2000,562773000,25238
"1405","Mahaska",2001,559057000,24950
"1406","Mahaska",2002,556535000,24852
"1407","Mahaska",2003,572579000,25843
"1408","Mahaska",2004,629503000,28305
"1409","Mahaska",2005,638287000,28426
"1410","Mahaska",2006,668728000,29990
"1411","Mahaska",2007,718083000,32074
"1412","Mahaska",2008,773101000,34386
"1413","Mahaska",2009,737770000,32989
"1414","Mahaska",2010,722730000,32258
"1415","Mahaska",2011,797258000,35465
"1416","Mahaska",2012,819437000,36646
"1417","Mahaska",2013,837280000,37437
"1418","Mahaska",2014,836657000,37387
"1419","Mahaska",2015,843050000,37788
"1420","Mahaska",2016,847584000,38183
"1421","Mahaska",2017,878492000,39440
"1422","Mahaska",2018,947542000,42998
"1423","Mahaska",2019,944950000,42489
"1424","Mahaska",2020,1003676000,45319
"1425","Mahaska",2021,1099114000,50087
"1426","Mahaska",2022,1126076000,51311
"1427","Marion",2000,861448000,26833
"1428","Marion",2001,854351000,26221
"1429","Marion",2002,861725000,26456
"1430","Marion",2003,872874000,26819
"1431","Marion",2004,941874000,28876
"1432","Marion",2005,995358000,30370
"1433","Marion",2006,1048555000,31398
"1434","Marion",2007,1121844000,33710
"1435","Marion",2008,1190435000,35519
"1436","Marion",2009,1144685000,34202
"1437","Marion",2010,1161179000,34943
"1438","Marion",2011,1256515000,37732
"1439","Marion",2012,1318134000,39552
"1440","Marion",2013,1304814000,39431
"1441","Marion",2014,1347628000,40378
"1442","Marion",2015,1385409000,41679
"1443","Marion",2016,1437352000,43169
"1444","Marion",2017,1515139000,45543
"1445","Marion",2018,1597158000,47768
"1446","Marion",2019,1672137000,49934
"1447","Marion",2020,1763057000,52773
"1448","Marion",2021,1937298000,57927
"1449","Marion",2022,2008914000,59714
"1450","Marshall",2000,1024886000,26041
"1451","Marshall",2001,1075073000,27276
"1452","Marshall",2002,1097086000,27918
"1453","Marshall",2003,1108080000,28126
"1454","Marshall",2004,1154037000,29061
"1455","Marshall",2005,1171972000,29561
"1456","Marshall",2006,1223649000,30899
"1457","Marshall",2007,1283923000,32199
"1458","Marshall",2008,1342996000,33449
"1459","Marshall",2009,1338859000,33239
"1460","Marshall",2010,1374997000,33753
"1461","Marshall",2011,1471680000,35819
"1462","Marshall",2012,1521203000,36954
"1463","Marshall",2013,1539692000,37385
"1464","Marshall",2014,1561625000,38124
"1465","Marshall",2015,1623680000,39946
"1466","Marshall",2016,1661591000,41042
"1467","Marshall",2017,1610228000,39786
"1468","Marshall",2018,1671678000,41423
"1469","Marshall",2019,1713170000,42828
"1470","Marshall",2020,1817459000,45331
"1471","Marshall",2021,1951003000,48899
"1472","Marshall",2022,1944324000,48756
"1473","Mills",2000,448497000,30816
"1474","Mills",2001,466756000,32197
"1475","Mills",2002,500314000,34395
"1476","Mills",2003,499817000,34185
"1477","Mills",2004,547945000,37237
"1478","Mills",2005,561350000,37662
"1479","Mills",2006,591910000,38906
"1480","Mills",2007,615076000,40362
"1481","Mills",2008,670205000,44052
"1482","Mills",2009,679415000,45126
"1483","Mills",2010,650145000,43150
"1484","Mills",2011,697308000,46528
"1485","Mills",2012,740475000,50049
"1486","Mills",2013,748386000,50591
"1487","Mills",2014,719266000,49211
"1488","Mills",2015,748130000,50883
"1489","Mills",2016,751932000,50734
"1490","Mills",2017,757128000,51140
"1491","Mills",2018,816884000,55079
"1492","Mills",2019,872510000,58961
"1493","Mills",2020,883956000,61390
"1494","Mills",2021,972373000,67227
"1495","Mills",2022,1030831000,70833
"1496","Mitchell",2000,267724000,24634
"1497","Mitchell",2001,274060000,25527
"1498","Mitchell",2002,277977000,25686
"1499","Mitchell",2003,270612000,24987
"1500","Mitchell",2004,305196000,28005
"1501","Mitchell",2005,309467000,28654
"1502","Mitchell",2006,326528000,30134
"1503","Mitchell",2007,354272000,32767
"1504","Mitchell",2008,406572000,37593
"1505","Mitchell",2009,381833000,35476
"1506","Mitchell",2010,414715000,38432
"1507","Mitchell",2011,475878000,44466
"1508","Mitchell",2012,510488000,47705
"1509","Mitchell",2013,566557000,53228
"1510","Mitchell",2014,604838000,56686
"1511","Mitchell",2015,633402000,59530
"1512","Mitchell",2016,599588000,56490
"1513","Mitchell",2017,583388000,55550
"1514","Mitchell",2018,650443000,62012
"1515","Mitchell",2019,654234000,62237
"1516","Mitchell",2020,607915000,57415
"1517","Mitchell",2021,795506000,75311
"1518","Mitchell",2022,1011860000,96075
"1519","Monona",2000,248072000,24785
"1520","Monona",2001,252624000,25621
"1521","Monona",2002,253980000,25940
"1522","Monona",2003,260282000,26508
"1523","Monona",2004,280572000,28982
"1524","Monona",2005,266990000,27910
"1525","Monona",2006,256581000,27068
"1526","Monona",2007,292974000,31091
"1527","Monona",2008,338036000,36154
"1528","Monona",2009,349038000,37746
"1529","Monona",2010,338091000,36539
"1530","Monona",2011,370157000,39982
"1531","Monona",2012,358454000,39287
"1532","Monona",2013,365684000,40274
"1533","Monona",2014,348584000,38900
"1534","Monona",2015,391817000,43808
"1535","Monona",2016,379152000,42741
"1536","Monona",2017,365575000,41411
"1537","Monona",2018,383141000,43693
"1538","Monona",2019,399157000,45561
"1539","Monona",2020,413280000,47254
"1540","Monona",2021,491858000,57226
"1541","Monona",2022,513297000,60488
"1542","Monroe",2000,198046000,24740
"1543","Monroe",2001,193453000,24224
"1544","Monroe",2002,195658000,24808
"1545","Monroe",2003,202352000,25440
"1546","Monroe",2004,218044000,27362
"1547","Monroe",2005,218031000,27408
"1548","Monroe",2006,222713000,28152
"1549","Monroe",2007,234849000,29815
"1550","Monroe",2008,251115000,31771
"1551","Monroe",2009,258598000,32635
"1552","Monroe",2010,260276000,32583
"1553","Monroe",2011,278627000,34685
"1554","Monroe",2012,279089000,34764
"1555","Monroe",2013,285750000,36111
"1556","Monroe",2014,291578000,37030
"1557","Monroe",2015,295043000,37720
"1558","Monroe",2016,305167000,39519
"1559","Monroe",2017,313894000,41027
"1560","Monroe",2018,333489000,43932
"1561","Monroe",2019,343968000,45759
"1562","Monroe",2020,374982000,49359
"1563","Monroe",2021,408466000,53781
"1564","Monroe",2022,414852000,54947
"1565","Montgomery",2000,312462000,26496
"1566","Montgomery",2001,308599000,26814
"1567","Montgomery",2002,305994000,27048
"1568","Montgomery",2003,298756000,26648
"1569","Montgomery",2004,334552000,29895
"1570","Montgomery",2005,329198000,29356
"1571","Montgomery",2006,342429000,30631
"1572","Montgomery",2007,356011000,32421
"1573","Montgomery",2008,377375000,34868
"1574","Montgomery",2009,366952000,33968
"1575","Montgomery",2010,362506000,33879
"1576","Montgomery",2011,381834000,35736
"1577","Montgomery",2012,396410000,37278
"1578","Montgomery",2013,395495000,37523
"1579","Montgomery",2014,383490000,36315
"1580","Montgomery",2015,396942000,38304
"1581","Montgomery",2016,386200000,37185
"1582","Montgomery",2017,388998000,37371
"1583","Montgomery",2018,410867000,39878
"1584","Montgomery",2019,422462000,41088
"1585","Montgomery",2020,451094000,43668
"1586","Montgomery",2021,504257000,48838
"1587","Montgomery",2022,513754000,50343
"1588","Muscatine",2000,1115112000,26683
"1589","Muscatine",2001,1164290000,27881
"1590","Muscatine",2002,1208507000,28941
"1591","Muscatine",2003,1225778000,29428
"1592","Muscatine",2004,1342198000,32142
"1593","Muscatine",2005,1361260000,32493
"1594","Muscatine",2006,1462171000,34694
"1595","Muscatine",2007,1548860000,36594
"1596","Muscatine",2008,1593389000,37478
"1597","Muscatine",2009,1512988000,35364
"1598","Muscatine",2010,1542328000,36016
"1599","Muscatine",2011,1643912000,38286
"1600","Muscatine",2012,1720848000,39940
"1601","Muscatine",2013,1728600000,39962
"1602","Muscatine",2014,1820008000,41990
"1603","Muscatine",2015,1868119000,42991
"1604","Muscatine",2016,1886284000,43462
"1605","Muscatine",2017,1926229000,44429
"1606","Muscatine",2018,1981803000,45676
"1607","Muscatine",2019,2049291000,47388
"1608","Muscatine",2020,2178545000,50498
"1609","Muscatine",2021,2282520000,53470
"1610","Muscatine",2022,2300932000,54297
"1611","O'Brien",2000,392231000,26032
"1612","O'Brien",2001,397378000,26580
"1613","O'Brien",2002,391422000,26433
"1614","O'Brien",2003,411911000,27903
"1615","O'Brien",2004,457499000,31413
"1616","O'Brien",2005,471879000,32427
"1617","O'Brien",2006,483061000,33182
"1618","O'Brien",2007,509311000,35317
"1619","O'Brien",2008,572482000,39944
"1620","O'Brien",2009,535373000,37148
"1621","O'Brien",2010,581514000,40335
"1622","O'Brien",2011,666292000,46669
"1623","O'Brien",2012,696265000,48820
"1624","O'Brien",2013,702226000,49446
"1625","O'Brien",2014,710047000,49835
"1626","O'Brien",2015,725236000,51156
"1627","O'Brien",2016,704968000,49579
"1628","O'Brien",2017,705951000,49997
"1629","O'Brien",2018,741660000,52237
"1630","O'Brien",2019,730573000,51322
"1631","O'Brien",2020,764552000,54017
"1632","O'Brien",2021,854431000,60762
"1633","O'Brien",2022,913447000,64968
"1634","Osceola",2000,177656000,25434
"1635","Osceola",2001,178730000,25669
"1636","Osceola",2002,170239000,24676
"1637","Osceola",2003,178758000,25952
"1638","Osceola",2004,217022000,31622
"1639","Osceola",2005,220457000,32694
"1640","Osceola",2006,302883000,45119
"1641","Osceola",2007,325323000,49291
"1642","Osceola",2008,317158000,47931
"1643","Osceola",2009,229373000,35239
"1644","Osceola",2010,242790000,37566
"1645","Osceola",2011,300500000,47390
"1646","Osceola",2012,316954000,50721
"1647","Osceola",2013,351933000,55836
"1648","Osceola",2014,347755000,55033
"1649","Osceola",2015,346931000,55341
"1650","Osceola",2016,291927000,46971
"1651","Osceola",2017,299557000,48551
"1652","Osceola",2018,307048000,49636
"1653","Osceola",2019,281153000,45753
"1654","Osceola",2020,294431000,47474
"1655","Osceola",2021,353525000,57362
"1656","Osceola",2022,394785000,65405
"1657","Page",2000,411236000,24277
"1658","Page",2001,395407000,23505
"1659","Page",2002,390062000,23632
"1660","Page",2003,405851000,24814
"1661","Page",2004,457442000,28190
"1662","Page",2005,463432000,28477
"1663","Page",2006,478301000,29288
"1664","Page",2007,497981000,30634
"1665","Page",2008,522267000,32473
"1666","Page",2009,530013000,33366
"1667","Page",2010,522645000,32823
"1668","Page",2011,544289000,34200
"1669","Page",2012,579322000,36827
"1670","Page",2013,588040000,37794
"1671","Page",2014,586239000,37734
"1672","Page",2015,593662000,38234
"1673","Page",2016,601098000,38994
"1674","Page",2017,597605000,38965
"1675","Page",2018,621338000,40555
"1676","Page",2019,648619000,42577
"1677","Page",2020,691004000,45473
"1678","Page",2021,796653000,52360
"1679","Page",2022,806133000,53235
"1680","Palo Alto",2000,252786000,24942
"1681","Palo Alto",2001,250212000,24894
"1682","Palo Alto",2002,240348000,24287
"1683","Palo Alto",2003,253776000,26034
"1684","Palo Alto",2004,292520000,29993
"1685","Palo Alto",2005,302994000,31230
"1686","Palo Alto",2006,387094000,40381
"1687","Palo Alto",2007,425422000,44421
"1688","Palo Alto",2008,412918000,43529
"1689","Palo Alto",2009,337767000,35517
"1690","Palo Alto",2010,345801000,36783
"1691","Palo Alto",2011,430482000,45943
"1692","Palo Alto",2012,463441000,49800
"1693","Palo Alto",2013,521606000,56678
"1694","Palo Alto",2014,509333000,55537
"1695","Palo Alto",2015,512625000,55714
"1696","Palo Alto",2016,447557000,49144
"1697","Palo Alto",2017,450083000,49281
"1698","Palo Alto",2018,482785000,53595
"1699","Palo Alto",2019,440355000,49021
"1700","Palo Alto",2020,427314000,47537
"1701","Palo Alto",2021,517039000,58036
"1702","Palo Alto",2022,570359000,65080
"1703","Plymouth",2000,677854000,27256
"1704","Plymouth",2001,696123000,28016
"1705","Plymouth",2002,698715000,28255
"1706","Plymouth",2003,709660000,28549
"1707","Plymouth",2004,822950000,32863
"1708","Plymouth",2005,841134000,33672
"1709","Plymouth",2006,859832000,34418
"1710","Plymouth",2007,918761000,36919
"1711","Plymouth",2008,1011580000,40629
"1712","Plymouth",2009,967577000,38852
"1713","Plymouth",2010,1041957000,41695
"1714","Plymouth",2011,1117837000,44927
"1715","Plymouth",2012,1160725000,46544
"1716","Plymouth",2013,1172795000,46753
"1717","Plymouth",2014,1193652000,47533
"1718","Plymouth",2015,1252622000,49800
"1719","Plymouth",2016,1300186000,50994
"1720","Plymouth",2017,1304550000,51385
"1721","Plymouth",2018,1370841000,53962
"1722","Plymouth",2019,1368084000,53380
"1723","Plymouth",2020,1452613000,56546
"1724","Plymouth",2021,1620696000,63028
"1725","Plymouth",2022,1730842000,67398
"1726","Pocahontas",2000,214664000,24955
"1727","Pocahontas",2001,210563000,24875
"1728","Pocahontas",2002,217406000,26021
"1729","Pocahontas",2003,214717000,26281
"1730","Pocahontas",2004,246810000,30840
"1731","Pocahontas",2005,241076000,30769
"1732","Pocahontas",2006,243160000,31604
"1733","Pocahontas",2007,261098000,34055
"1734","Pocahontas",2008,315245000,41977
"1735","Pocahontas",2009,290129000,39233
"1736","Pocahontas",2010,278056000,38079
"1737","Pocahontas",2011,344202000,47391
"1738","Pocahontas",2012,361644000,49868
"1739","Pocahontas",2013,385634000,53052
"1740","Pocahontas",2014,364580000,49908
"1741","Pocahontas",2015,345050000,47784
"1742","Pocahontas",2016,306988000,42996
"1743","Pocahontas",2017,318215000,44369
"1744","Pocahontas",2018,354537000,49991
"1745","Pocahontas",2019,350833000,49707
"1746","Pocahontas",2020,337782000,47797
"1747","Pocahontas",2021,416669000,59043
"1748","Pocahontas",2022,447653000,63470
"1749","Polk",2000,12552447000,33417
"1750","Polk",2001,13174527000,34660
"1751","Polk",2002,13585544000,35346
"1752","Polk",2003,14037340000,36153
"1753","Polk",2004,15002030000,38254
"1754","Polk",2005,15671201000,39273
"1755","Polk",2006,16732881000,41215
"1756","Polk",2007,17376934000,42072
"1757","Polk",2008,18075877000,43090
"1758","Polk",2009,17669506000,41503
"1759","Polk",2010,18400052000,42560
"1760","Polk",2011,18987637000,43287
"1761","Polk",2012,20347912000,45776
"1762","Polk",2013,20336636000,44951
"1763","Polk",2014,21821919000,47377
"1764","Polk",2015,22982815000,49221
"1765","Polk",2016,23796907000,50217
"1766","Polk",2017,24551398000,51135
"1767","Polk",2018,25422223000,52389
"1768","Polk",2019,26301683000,53684
"1769","Polk",2020,28240630000,57284
"1770","Polk",2021,30809824000,61908
"1771","Polk",2022,31394821000,62653
"1772","Pottawattamie",2000,2347079000,26665
"1773","Pottawattamie",2001,2.417e+09,27481
"1774","Pottawattamie",2002,2501643000,28284
"1775","Pottawattamie",2003,2548788000,28696
"1776","Pottawattamie",2004,2663283000,29670
"1777","Pottawattamie",2005,2743594000,30417
"1778","Pottawattamie",2006,2909769000,32022
"1779","Pottawattamie",2007,2995559000,32832
"1780","Pottawattamie",2008,3186130000,34714
"1781","Pottawattamie",2009,3199381000,34627
"1782","Pottawattamie",2010,3178327000,34040
"1783","Pottawattamie",2011,3355452000,35868
"1784","Pottawattamie",2012,3571092000,38388
"1785","Pottawattamie",2013,3593064000,38630
"1786","Pottawattamie",2014,3665007000,39218
"1787","Pottawattamie",2015,3915437000,41740
"1788","Pottawattamie",2016,3902022000,41588
"1789","Pottawattamie",2017,3948782000,42113
"1790","Pottawattamie",2018,4147913000,44279
"1791","Pottawattamie",2019,4205523000,44901
"1792","Pottawattamie",2020,4454964000,47560
"1793","Pottawattamie",2021,4800483000,51378
"1794","Pottawattamie",2022,4879388000,52369
"1795","Poweshiek",2000,517454000,27374
"1796","Poweshiek",2001,531084000,27993
"1797","Poweshiek",2002,538951000,28454
"1798","Poweshiek",2003,542447000,28460
"1799","Poweshiek",2004,585835000,30662
"1800","Poweshiek",2005,591632000,31135
"1801","Poweshiek",2006,626229000,32868
"1802","Poweshiek",2007,657702000,34363
"1803","Poweshiek",2008,705188000,37066
"1804","Poweshiek",2009,671215000,35405
"1805","Poweshiek",2010,669817000,35378
"1806","Poweshiek",2011,736769000,38912
"1807","Poweshiek",2012,759926000,40435
"1808","Poweshiek",2013,784563000,41944
"1809","Poweshiek",2014,780178000,41634
"1810","Poweshiek",2015,799454000,43169
"1811","Poweshiek",2016,761929000,41268
"1812","Poweshiek",2017,781199000,42109
"1813","Poweshiek",2018,823345000,44074
"1814","Poweshiek",2019,836003000,44694
"1815","Poweshiek",2020,884253000,47469
"1816","Poweshiek",2021,986753000,53043
"1817","Poweshiek",2022,1038364000,56228
"1818","Ringgold",2000,116518000,21321
"1819","Ringgold",2001,110957000,20491
"1820","Ringgold",2002,111742000,20929
"1821","Ringgold",2003,111606000,20931
"1822","Ringgold",2004,135400000,25380
"1823","Ringgold",2005,132186000,24922
"1824","Ringgold",2006,134224000,25664
"1825","Ringgold",2007,136327000,26212
"1826","Ringgold",2008,153903000,29803
"1827","Ringgold",2009,162582000,31761
"1828","Ringgold",2010,164189000,32137
"1829","Ringgold",2011,183877000,36578
"1830","Ringgold",2012,185997000,37289
"1831","Ringgold",2013,205887000,41864
"1832","Ringgold",2014,204715000,41847
"1833","Ringgold",2015,205791000,42058
"1834","Ringgold",2016,202541000,41394
"1835","Ringgold",2017,214422000,43670
"1836","Ringgold",2018,224677000,46915
"1837","Ringgold",2019,225496000,47775
"1838","Ringgold",2020,230448000,49644
"1839","Ringgold",2021,267801000,57890
"1840","Ringgold",2022,267800000,57345
"1841","Sac",2000,282660000,24620
"1842","Sac",2001,302841000,26558
"1843","Sac",2002,298693000,26863
"1844","Sac",2003,288058000,26266
"1845","Sac",2004,346593000,31882
"1846","Sac",2005,335521000,31310
"1847","Sac",2006,330985000,30913
"1848","Sac",2007,370694000,35197
"1849","Sac",2008,417911000,39896
"1850","Sac",2009,391287000,37835
"1851","Sac",2010,425202000,41043
"1852","Sac",2011,496025000,48402
"1853","Sac",2012,496550000,48658
"1854","Sac",2013,544771000,53980
"1855","Sac",2014,506717000,50026
"1856","Sac",2015,504811000,50165
"1857","Sac",2016,442875000,44622
"1858","Sac",2017,495063000,49825
"1859","Sac",2018,518951000,52782
"1860","Sac",2019,535409000,54351
"1861","Sac",2020,532738000,54394
"1862","Sac",2021,657213000,67441
"1863","Sac",2022,753850000,77933
"1864","Scott",2000,4610470000,29067
"1865","Scott",2001,4796141000,30316
"1866","Scott",2002,4909236000,31054
"1867","Scott",2003,5006070000,31674
"1868","Scott",2004,5407840000,34195
"1869","Scott",2005,5688115000,35877
"1870","Scott",2006,6097307000,38204
"1871","Scott",2007,6664288000,41632
"1872","Scott",2008,7125895000,44035
"1873","Scott",2009,6949134000,42481
"1874","Scott",2010,7292982000,44114
"1875","Scott",2011,7782016000,46642
"1876","Scott",2012,7992654000,47371
"1877","Scott",2013,7991543000,46803
"1878","Scott",2014,8215959000,47762
"1879","Scott",2015,8405615000,48652
"1880","Scott",2016,8586435000,49577
"1881","Scott",2017,8994936000,51796
"1882","Scott",2018,9230177000,53009
"1883","Scott",2019,9366970000,53636
"1884","Scott",2020,9899085000,56697
"1885","Scott",2021,10697219000,61380
"1886","Scott",2022,10968288000,63064
"1887","Shelby",2000,331734000,25457
"1888","Shelby",2001,349928000,26938
"1889","Shelby",2002,358313000,27843
"1890","Shelby",2003,345394000,26944
"1891","Shelby",2004,382637000,30011
"1892","Shelby",2005,379082000,30213
"1893","Shelby",2006,387418000,31043
"1894","Shelby",2007,423482000,33889
"1895","Shelby",2008,489408000,39667
"1896","Shelby",2009,470188000,38651
"1897","Shelby",2010,483066000,39641
"1898","Shelby",2011,553706000,46019
"1899","Shelby",2012,559654000,46272
"1900","Shelby",2013,583677000,48660
"1901","Shelby",2014,563662000,46956
"1902","Shelby",2015,573615000,48025
"1903","Shelby",2016,561295000,47435
"1904","Shelby",2017,563095000,47797
"1905","Shelby",2018,590017000,50048
"1906","Shelby",2019,594684000,50706
"1907","Shelby",2020,617566000,52680
"1908","Shelby",2021,742588000,63076
"1909","Shelby",2022,774884000,66542
"1910","Sioux",2000,776133000,24554
"1911","Sioux",2001,826584000,25870
"1912","Sioux",2002,849509000,26412
"1913","Sioux",2003,899979000,27848
"1914","Sioux",2004,951412000,29232
"1915","Sioux",2005,1003294000,30657
"1916","Sioux",2006,1047663000,31673
"1917","Sioux",2007,1095548000,33048
"1918","Sioux",2008,1176961000,35276
"1919","Sioux",2009,1059726000,31552
"1920","Sioux",2010,1174417000,34772
"1921","Sioux",2011,1363693000,39966
"1922","Sioux",2012,1499904000,43515
"1923","Sioux",2013,1553955000,44689
"1924","Sioux",2014,1640540000,46882
"1925","Sioux",2015,1757486000,49940
"1926","Sioux",2016,1654666000,46652
"1927","Sioux",2017,1766809000,49942
"1928","Sioux",2018,1835331000,51784
"1929","Sioux",2019,1759507000,49271
"1930","Sioux",2020,1953931000,54447
"1931","Sioux",2021,2130142000,59185
"1932","Sioux",2022,2427942000,67349
"1933","Story",2000,2122986000,26487
"1934","Story",2001,2178314000,27141
"1935","Story",2002,2254229000,27529
"1936","Story",2003,2344586000,28569
"1937","Story",2004,2468778000,29833
"1938","Story",2005,2547927000,30741
"1939","Story",2006,2745411000,32398
"1940","Story",2007,2936724000,33935
"1941","Story",2008,3095906000,35248
"1942","Story",2009,2984167000,33423
"1943","Story",2010,2996670000,33419
"1944","Story",2011,3220461000,35307
"1945","Story",2012,3569302000,38740
"1946","Story",2013,3410534000,36256
"1947","Story",2014,3599673000,37469
"1948","Story",2015,3732666000,38495
"1949","Story",2016,3771881000,38775
"1950","Story",2017,3871740000,39652
"1951","Story",2018,4065986000,41876
"1952","Story",2019,4221395000,43150
"1953","Story",2020,4423033000,44838
"1954","Story",2021,4825898000,48421
"1955","Story",2022,4958542000,49748
"1956","Tama",2000,420725000,23265
"1957","Tama",2001,430141000,23791
"1958","Tama",2002,444872000,24692
"1959","Tama",2003,440587000,24436
"1960","Tama",2004,522709000,28772
"1961","Tama",2005,518868000,28514
"1962","Tama",2006,542821000,29909
"1963","Tama",2007,594035000,32885
"1964","Tama",2008,644719000,35846
"1965","Tama",2009,634286000,35568
"1966","Tama",2010,647369000,36523
"1967","Tama",2011,710112000,40238
"1968","Tama",2012,729112000,41512
"1969","Tama",2013,721913000,41196
"1970","Tama",2014,704807000,40441
"1971","Tama",2015,725646000,41797
"1972","Tama",2016,726216000,41768
"1973","Tama",2017,722987000,41934
"1974","Tama",2018,756806000,44312
"1975","Tama",2019,773931000,45104
"1976","Tama",2020,834842000,48887
"1977","Tama",2021,960413000,56917
"1978","Tama",2022,978981000,57918
"1979","Taylor",2000,149021000,21362
"1980","Taylor",2001,145930000,21168
"1981","Taylor",2002,148917000,21858
"1982","Taylor",2003,150743000,22342
"1983","Taylor",2004,180050000,26917
"1984","Taylor",2005,179663000,27497
"1985","Taylor",2006,183489000,27984
"1986","Taylor",2007,204254000,31677
"1987","Taylor",2008,219482000,34575
"1988","Taylor",2009,210230000,33081
"1989","Taylor",2010,211591000,33501
"1990","Taylor",2011,236117000,37652
"1991","Taylor",2012,231162000,37242
"1992","Taylor",2013,238115000,38705
"1993","Taylor",2014,229165000,37723
"1994","Taylor",2015,231331000,37781
"1995","Taylor",2016,232568000,38276
"1996","Taylor",2017,242289000,40714
"1997","Taylor",2018,252159000,42005
"1998","Taylor",2019,258373000,43213
"1999","Taylor",2020,268438000,45769
"2000","Taylor",2021,326712000,55629
"2001","Taylor",2022,337367000,57591
"2002","Union",2000,277312000,22581
"2003","Union",2001,283061000,23126
"2004","Union",2002,286671000,23569
"2005","Union",2003,280913000,23402
"2006","Union",2004,312714000,25876
"2007","Union",2005,319973000,26350
"2008","Union",2006,339775000,27793
"2009","Union",2007,356027000,28901
"2010","Union",2008,394444000,31690
"2011","Union",2009,394633000,31503
"2012","Union",2010,416029000,33253
"2013","Union",2011,448776000,35765
"2014","Union",2012,445545000,35437
"2015","Union",2013,457602000,36326
"2016","Union",2014,462192000,36676
"2017","Union",2015,455462000,36719
"2018","Union",2016,450193000,36500
"2019","Union",2017,474073000,38130
"2020","Union",2018,496338000,40504
"2021","Union",2019,501012000,41148
"2022","Union",2020,526856000,43427
"2023","Union",2021,591916000,49179
"2024","Union",2022,594749000,50034
"2025","Van Buren",2000,161048000,20666
"2026","Van Buren",2001,161115000,20881
"2027","Van Buren",2002,168490000,21819
"2028","Van Buren",2003,178713000,23294
"2029","Van Buren",2004,192639000,25132
"2030","Van Buren",2005,188039000,24619
"2031","Van Buren",2006,195040000,25462
"2032","Van Buren",2007,207565000,26992
"2033","Van Buren",2008,223881000,29079
"2034","Van Buren",2009,225613000,29577
"2035","Van Buren",2010,226473000,29878
"2036","Van Buren",2011,240210000,31905
"2037","Van Buren",2012,253435000,33877
"2038","Van Buren",2013,262997000,35160
"2039","Van Buren",2014,263244000,35335
"2040","Van Buren",2015,258343000,35053
"2041","Van Buren",2016,261947000,35736
"2042","Van Buren",2017,272104000,37511
"2043","Van Buren",2018,282030000,39617
"2044","Van Buren",2019,287279000,40072
"2045","Van Buren",2020,296775000,41122
"2046","Van Buren",2021,342479000,47167
"2047","Van Buren",2022,348256000,47996
"2048","Wapello",2000,796258000,22114
"2049","Wapello",2001,835959000,23255
"2050","Wapello",2002,863344000,24118
"2051","Wapello",2003,877169000,24536
"2052","Wapello",2004,934516000,26170
"2053","Wapello",2005,953626000,26597
"2054","Wapello",2006,1002673000,28026
"2055","Wapello",2007,1058795000,29861
"2056","Wapello",2008,1131641000,31984
"2057","Wapello",2009,1106527000,31186
"2058","Wapello",2010,1104952000,30961
"2059","Wapello",2011,1135256000,31952
"2060","Wapello",2012,1166918000,32859
"2061","Wapello",2013,1178930000,33092
"2062","Wapello",2014,1197121000,33647
"2063","Wapello",2015,1242877000,34868
"2064","Wapello",2016,1264922000,35631
"2065","Wapello",2017,1323055000,37470
"2066","Wapello",2018,1356372000,38355
"2067","Wapello",2019,1380753000,38902
"2068","Wapello",2020,1501128000,42489
"2069","Wapello",2021,1595141000,45210
"2070","Wapello",2022,1604810000,45795
"2071","Warren",2000,1071308000,26266
"2072","Warren",2001,1133305000,27588
"2073","Warren",2002,1177140000,28418
"2074","Warren",2003,1213466000,28764
"2075","Warren",2004,1341034000,31491
"2076","Warren",2005,1405713000,32435
"2077","Warren",2006,1511070000,34204
"2078","Warren",2007,1604594000,35763
"2079","Warren",2008,1739248000,38267
"2080","Warren",2009,1730887000,37689
"2081","Warren",2010,1764528000,38071
"2082","Warren",2011,1868455000,40020
"2083","Warren",2012,1952692000,41575
"2084","Warren",2013,1994173000,42019
"2085","Warren",2014,2081770000,43400
